id_x,agent,state,created_at,closed_at,merged_at,repo_id,turnaround_hours,review_count,type,commit_count,max_change,total_change,avg_change,total_additions,total_deletions,stars,forks,language
2886171819,Claude_Code,closed,2025-02-28 04:36:11+00:00,2025-03-01 06:33:42+00:00,,938717878.0,25.96,0,fix,1.0,4.0,4.0,4.0,2.0,2.0,13414.0,1735.0,Python
2888185420,Claude_Code,closed,2025-02-28 22:44:18+00:00,2025-02-28 22:44:56+00:00,,514553345.0,0.01,0,feat,30.0,305.0,4009.0,21.553763440860216,2455.0,1554.0,10280.0,1308.0,C++
2889835337,Claude_Code,closed,2025-03-02 22:42:01+00:00,2025-03-02 22:43:53+00:00,,626117554.0,0.03,0,feat,1.0,250.0,663.0,94.71428571428571,646.0,17.0,794.0,226.0,Python
2889875255,Claude_Code,closed,2025-03-03 00:08:53+00:00,2025-03-06 21:05:07+00:00,,626117554.0,92.94,0,feat,3.0,228.0,636.0,79.5,596.0,40.0,794.0,226.0,Python
2892443818,Claude_Code,closed,2025-03-03 22:15:41+00:00,2025-03-08 10:45:11+00:00,,788961623.0,108.49,0,feat,2.0,12366.0,12564.0,1142.1818181818182,12525.0,39.0,115.0,6.0,JavaScript
2894762370,Claude_Code,closed,2025-03-04 16:03:56+00:00,2025-03-18 06:57:39+00:00,,653589102.0,326.9,1,feat,1.0,209.0,247.0,49.4,236.0,11.0,11095.0,830.0,Python
3246635062,Claude_Code,closed,2025-07-20 19:54:23+00:00,2025-07-20 20:13:10+00:00,,965615190.0,0.31,0,feat,10.0,21216.0,123599.0,492.42629482071715,99288.0,24311.0,6484.0,1182.0,JavaScript
3262310380,Claude_Code,closed,2025-07-25 07:41:02+00:00,2025-07-28 07:42:25+00:00,,36759907.0,72.02,0,refactor,3.0,8460.0,8694.0,511.4117647058824,8575.0,119.0,2307.0,215.0,Python
3098322647,Claude_Code,closed,2025-05-28 19:12:52+00:00,2025-05-29 21:24:04+00:00,,120650407.0,26.19,20,feat,1.0,20.0,20.0,20.0,20.0,0.0,7471.0,1769.0,Go
3144015338,Claude_Code,closed,2025-06-13 15:53:50+00:00,2025-06-13 16:53:04+00:00,,41870517.0,0.99,0,fix,30.0,1224.0,12394.0,57.115207373271886,11675.0,719.0,4729.0,455.0,Objective-C
3145238894,Claude_Code,closed,2025-06-14 01:15:09+00:00,2025-06-14 01:23:43+00:00,,999285986.0,0.14,1,feat,1.0,88.0,88.0,88.0,68.0,20.0,367.0,90.0,TypeScript
3146518192,Claude_Code,closed,2025-06-14 18:34:45+00:00,2025-06-14 18:39:38+00:00,,2786727.0,0.08,0,ci,1.0,6.0,6.0,6.0,3.0,3.0,1020.0,120.0,Python
3165677582,Claude_Code,closed,2025-06-22 05:31:32+00:00,2025-06-22 05:31:45+00:00,,999779110.0,0.0,0,refactor,5.0,586.0,3782.0,102.21621621621621,2495.0,1287.0,169.0,115.0,Shell
3200698874,Claude_Code,closed,2025-07-03 21:28:15+00:00,2025-07-08 17:50:43+00:00,,1009254201.0,116.37,0,feat,1.0,559.0,561.0,187.0,560.0,1.0,205.0,77.0,Rust
3202692899,Claude_Code,closed,2025-07-04 13:05:46+00:00,2025-07-04 13:28:09+00:00,,1009254201.0,0.37,0,feat,9.0,745.0,3626.0,134.2962962962963,3466.0,160.0,205.0,77.0,Rust
3250235391,Claude_Code,closed,2025-07-21 22:43:06+00:00,2025-07-22 16:58:51+00:00,,914048456.0,18.26,1,feat,5.0,1372.0,1806.0,258.0,806.0,1000.0,965.0,39.0,TypeScript
3251544513,Claude_Code,closed,2025-07-22 07:53:46+00:00,2025-07-25 09:48:11+00:00,,694709543.0,73.91,0,feat,12.0,293.0,1963.0,57.73529411764706,1584.0,379.0,2705.0,77.0,TypeScript
3111420697,Claude_Code,closed,2025-06-02 19:49:36+00:00,2025-06-02 19:57:30+00:00,,702796244.0,0.13,0,feat,30.0,277.0,4156.0,42.40816326530612,3944.0,212.0,22527.0,1851.0,Python
3115760621,Claude_Code,closed,2025-06-03 23:52:56+00:00,2025-06-04 00:02:56+00:00,,867337374.0,0.17,0,fix,1.0,190.0,194.0,97.0,182.0,12.0,5353.0,674.0,TypeScript
3181578456,Claude_Code,closed,2025-06-27 06:44:20+00:00,2025-06-29 03:55:07+00:00,,601303277.0,45.18,0,fix,8.0,115.0,859.0,15.618181818181819,492.0,367.0,979.0,36.0,Rust
3245584783,Claude_Code,closed,2025-07-19 19:26:59+00:00,2025-07-28 07:42:16+00:00,,36759907.0,204.25,0,feat,11.0,394.0,1761.0,47.5945945945946,1663.0,98.0,2307.0,215.0,Python
3258945821,Claude_Code,closed,2025-07-24 08:08:44+00:00,2025-07-24 08:09:24+00:00,,679504479.0,0.01,0,feat,10.0,295.0,2001.0,62.53125,1961.0,40.0,1117.0,302.0,TypeScript
3088173646,Claude_Code,closed,2025-05-24 06:48:29+00:00,2025-05-24 07:25:13+00:00,,912106066.0,0.61,0,feat,27.0,1272.0,13278.0,101.3587786259542,9828.0,3450.0,259.0,26.0,Python
3088176007,Claude_Code,closed,2025-05-24 06:51:15+00:00,2025-05-24 06:51:41+00:00,,912106066.0,0.01,0,feat,2.0,6388.0,18287.0,196.63440860215053,452.0,17835.0,259.0,26.0,Python
3133058562,Claude_Code,closed,2025-06-10 10:38:01+00:00,2025-06-12 01:24:38+00:00,,965615190.0,38.78,0,feat,8.0,4256.0,58057.0,430.05185185185184,43847.0,14210.0,6484.0,1182.0,JavaScript
3138222448,Claude_Code,closed,2025-06-11 22:03:34+00:00,2025-06-12 15:32:49+00:00,,601475124.0,17.49,2,feat,11.0,9204.0,264538.0,1277.961352657005,251479.0,13059.0,382.0,42.0,TypeScript
3138264959,Claude_Code,closed,2025-06-11 22:26:33+00:00,2025-06-15 09:00:03+00:00,,601475124.0,82.56,1,fix,8.0,9204.0,258174.0,1870.8260869565217,245586.0,12588.0,382.0,42.0,TypeScript
3138387778,Claude_Code,closed,2025-06-12 00:02:42+00:00,2025-06-15 09:00:33+00:00,,601475124.0,80.96,1,feat,10.0,706.0,9383.0,130.31944444444446,6442.0,2941.0,382.0,42.0,TypeScript
3141541564,Claude_Code,closed,2025-06-12 20:58:00+00:00,2025-06-12 20:59:11+00:00,,41870517.0,0.02,0,feat,27.0,671.0,5177.0,31.95679012345679,4687.0,490.0,4729.0,455.0,Objective-C
3204772289,Claude_Code,closed,2025-07-05 11:03:18+00:00,2025-07-06 23:58:02+00:00,,1013335166.0,36.91,1,feat,0.0,0.0,0.0,0.0,0.0,0.0,270.0,68.0,TypeScript
3205273752,Claude_Code,closed,2025-07-05 17:04:57+00:00,2025-07-07 17:51:20+00:00,,1009254201.0,48.77,0,feat,1.0,833.0,6960.0,409.4117647058824,6960.0,0.0,205.0,77.0,Rust
3205839196,Claude_Code,closed,2025-07-06 00:19:53+00:00,2025-07-06 00:20:53+00:00,,942837343.0,0.02,1,feat,9.0,362.0,2313.0,64.25,1890.0,423.0,19766.0,1931.0,JavaScript
3248139288,Claude_Code,closed,2025-07-21 10:49:46+00:00,2025-07-28 07:42:19+00:00,,36759907.0,164.88,0,docs,11.0,149.0,1137.0,35.53125,931.0,206.0,2307.0,215.0,Python
3178007458,Claude_Code,closed,2025-06-26 06:54:08+00:00,2025-07-24 10:17:33+00:00,,1006496207.0,675.39,3,feat,2.0,595.0,2002.0,111.22222222222223,1510.0,492.0,11739.0,1038.0,Python
3245161961,Claude_Code,closed,2025-07-19 09:48:04+00:00,2025-07-28 07:42:13+00:00,,36759907.0,213.9,0,feat,24.0,1251.0,4341.0,45.21875,3807.0,534.0,2307.0,215.0,Python
3245313058,Claude_Code,closed,2025-07-19 13:37:38+00:00,2025-07-19 17:12:51+00:00,,38304949.0,3.59,0,fix,1.0,4.0,12.0,2.4,6.0,6.0,7665.0,770.0,Swift
3229176248,Claude_Code,closed,2025-07-14 15:34:18+00:00,2025-07-14 17:50:48+00:00,,139199684.0,2.28,0,feat,1.0,27.0,35.0,17.5,34.0,1.0,19894.0,1888.0,Python
3229732955,Claude_Code,closed,2025-07-14 19:00:59+00:00,2025-07-28 02:07:46+00:00,,1003222647.0,319.11,0,feat,2.0,1098.0,3583.0,238.86666666666667,3127.0,456.0,165.0,9.0,Python
3230351703,Claude_Code,closed,2025-07-15 00:16:41+00:00,2025-07-15 04:20:46+00:00,,995029641.0,4.07,0,fix,8.0,1560.0,101763.0,173.3611584327087,24776.0,76987.0,4630.0,617.0,TypeScript
3160653118,Claude_Code,closed,2025-06-19 15:06:07+00:00,2025-06-19 15:07:21+00:00,,883397691.0,0.02,0,feat,6.0,379.0,1041.0,45.26086956521739,999.0,42.0,270.0,40.0,Solidity
3275367954,Claude_Code,closed,2025-07-30 00:58:49+00:00,2025-07-30 01:00:53+00:00,,1008373485.0,0.03,0,feat,1.0,391.0,2501.0,178.64285714285714,2278.0,223.0,2576.0,309.0,JavaScript
3275448809,Claude_Code,closed,2025-07-30 02:05:16+00:00,2025-07-30 02:09:03+00:00,,193565525.0,0.06,0,feat,1.0,105.0,208.0,18.90909090909091,184.0,24.0,307.0,35.0,Julia
3253582273,Claude_Code,closed,2025-07-22 17:54:54+00:00,2025-07-22 18:03:07+00:00,,914048456.0,0.14,0,docs,1.0,4.0,8.0,4.0,4.0,4.0,965.0,39.0,TypeScript
3254644542,Claude_Code,closed,2025-07-23 02:50:26+00:00,2025-07-28 07:42:22+00:00,,36759907.0,124.87,0,docs,30.0,2421.0,12862.0,96.70676691729324,7970.0,4892.0,2307.0,215.0,Python
3254647682,Claude_Code,closed,2025-07-23 02:52:46+00:00,2025-07-23 23:55:54+00:00,,1644196.0,21.05,0,perf,1.0,13.0,13.0,13.0,10.0,3.0,47416.0,5612.0,Julia
3254649795,Claude_Code,closed,2025-07-23 02:54:15+00:00,2025-07-23 02:55:41+00:00,,1644196.0,0.02,0,feat,2.0,16.0,38.0,5.428571428571429,29.0,9.0,47416.0,5612.0,Julia
3255142482,Claude_Code,closed,2025-07-23 06:59:25+00:00,2025-07-23 09:01:16+00:00,,552877440.0,2.03,0,refactor,1.0,9.0,18.0,6.0,7.0,11.0,23203.0,3913.0,Rust
3196885081,Claude_Code,closed,2025-07-02 18:50:57+00:00,2025-07-03 11:04:25+00:00,,1006496207.0,16.22,0,refactor,2.0,132.0,809.0,36.77272727272727,804.0,5.0,11739.0,1038.0,Python
3197436829,Claude_Code,closed,2025-07-02 23:23:33+00:00,2025-07-02 23:28:39+00:00,,845317529.0,0.08,1,fix,2.0,522.0,3331.0,7.710648148148148,1610.0,1721.0,154.0,36.0,TypeScript
3166710563,Claude_Code,closed,2025-06-23 04:18:32+00:00,2025-06-23 18:18:51+00:00,,997900525.0,14.01,0,feat,12.0,1030.0,59444.0,159.36729222520108,49905.0,9539.0,328.0,26.0,TypeScript
3166880168,Claude_Code,closed,2025-06-23 05:59:48+00:00,2025-06-25 06:20:19+00:00,,839216423.0,48.34,0,refactor,2.0,205.0,869.0,17.03921568627451,324.0,545.0,4194.0,165.0,TypeScript
3147421099,Claude_Code,closed,2025-06-15 11:55:29+00:00,2025-06-17 06:37:31+00:00,,942837343.0,42.7,4,feat,8.0,12478.0,45142.0,175.6498054474708,23542.0,21600.0,19766.0,1931.0,JavaScript
3147721605,Claude_Code,closed,2025-06-15 15:47:54+00:00,2025-06-24 14:52:48+00:00,,986421638.0,215.08,0,feat,2.0,18.0,27.0,9.0,25.0,2.0,2275.0,980.0,TypeScript
3150393125,Claude_Code,closed,2025-06-16 15:15:32+00:00,2025-06-16 17:05:27+00:00,,130879558.0,1.83,0,refactor,1.0,53.0,71.0,23.666666666666668,5.0,66.0,13404.0,1307.0,TypeScript
3151360963,Claude_Code,closed,2025-06-16 21:20:08+00:00,2025-06-16 21:25:59+00:00,,533917104.0,0.1,0,fix,1.0,11.0,11.0,11.0,10.0,1.0,1009.0,371.0,Shell
3207905993,Claude_Code,closed,2025-07-07 07:43:42+00:00,2025-07-07 08:23:18+00:00,,989134268.0,0.66,0,feat,1.0,150.0,230.0,57.5,230.0,0.0,607.0,49.0,TypeScript
3207910026,Claude_Code,closed,2025-07-07 07:45:12+00:00,2025-07-07 08:23:26+00:00,,989134268.0,0.64,0,feat,1.0,180.0,220.0,73.33333333333333,219.0,1.0,607.0,49.0,TypeScript
3207914894,Claude_Code,closed,2025-07-07 07:47:03+00:00,2025-07-07 08:23:34+00:00,,989134268.0,0.61,0,feat,1.0,252.0,292.0,97.33333333333333,289.0,3.0,607.0,49.0,TypeScript
3207921071,Claude_Code,closed,2025-07-07 07:49:03+00:00,2025-07-07 08:23:41+00:00,,989134268.0,0.58,0,refactor,3.0,295.0,362.0,90.5,126.0,236.0,607.0,49.0,TypeScript
3209723205,Claude_Code,closed,2025-07-07 17:06:51+00:00,2025-07-07 22:15:08+00:00,,995029641.0,5.14,1,fix,20.0,4584.0,8842.0,180.44897959183675,4140.0,4702.0,4630.0,617.0,TypeScript
3210688776,Claude_Code,closed,2025-07-08 01:20:51+00:00,2025-07-08 07:23:35+00:00,,1002552148.0,6.05,1,test,1.0,2.0,4.0,0.013333333333333334,4.0,0.0,1691.0,106.0,TypeScript
3212306696,Claude_Code,closed,2025-07-08 12:13:09+00:00,2025-07-11 15:06:15+00:00,,890668799.0,74.89,0,fix,1.0,170.0,170.0,170.0,133.0,37.0,62266.0,7227.0,TypeScript
3120774449,Claude_Code,closed,2025-06-05 11:03:42+00:00,2025-06-05 11:15:12+00:00,,12204147.0,0.19,0,feat,1.0,134.0,134.0,134.0,134.0,0.0,8383.0,2928.0,PHP
3235395709,Claude_Code,closed,2025-07-16 10:36:19+00:00,2025-07-16 10:40:17+00:00,,340547520.0,0.07,0,fix,1.0,28.0,28.0,28.0,21.0,7.0,63154.0,4801.0,Rust
3235820229,Claude_Code,closed,2025-07-16 12:45:15+00:00,2025-07-16 12:54:33+00:00,,839216423.0,0.16,0,feat,14.0,297.0,2776.0,25.236363636363638,2086.0,690.0,4194.0,165.0,TypeScript
3271014961,Claude_Code,closed,2025-07-28 18:56:42+00:00,2025-07-28 18:58:25+00:00,,707764474.0,0.03,0,feat,30.0,6770.0,102645.0,165.024115755627,98285.0,4360.0,464.0,37.0,Go
3271045504,Claude_Code,closed,2025-07-28 19:07:42+00:00,2025-07-29 01:59:34+00:00,,108035205.0,6.86,0,refactor,14.0,409.0,3093.0,16.109375,1962.0,1131.0,2728.0,374.0,Swift
3271354182,Claude_Code,closed,2025-07-28 21:24:58+00:00,2025-07-28 21:25:42+00:00,,93882897.0,0.01,0,,0.0,0.0,0.0,0.0,0.0,0.0,4349.0,330.0,C++
2905716327,Claude_Code,closed,2025-03-09 22:29:23+00:00,2025-03-21 00:03:05+00:00,,304841810.0,265.56,0,refactor,2.0,59.0,162.0,32.4,99.0,63.0,947.0,676.0,Go
2905748105,Claude_Code,closed,2025-03-09 23:28:14+00:00,2025-03-22 00:03:13+00:00,,304841810.0,288.58,1,refactor,2.0,20.0,59.0,7.375,37.0,22.0,947.0,676.0,Go
2909640593,Claude_Code,closed,2025-03-11 08:41:22+00:00,2025-03-12 13:09:22+00:00,,938859604.0,28.47,1,feat,1.0,20.0,45.0,15.0,45.0,0.0,2939.0,342.0,Python
2912546402,Claude_Code,closed,2025-03-12 03:51:34+00:00,2025-05-06 17:50:00+00:00,,937253475.0,1333.97,1,feat,1.0,109.0,143.0,35.75,130.0,13.0,27063.0,1503.0,PowerShell
2914277614,Claude_Code,closed,2025-03-12 15:02:08+00:00,2025-04-09 16:18:43+00:00,,37750722.0,673.28,2,fix,7.0,1879.0,7568.0,145.53846153846155,4545.0,3023.0,237.0,42.0,Makefile
2915204489,Claude_Code,closed,2025-03-12 21:26:36+00:00,2025-03-12 21:33:46+00:00,,653589102.0,0.12,1,docs,1.0,419.0,424.0,212.0,424.0,0.0,11095.0,830.0,Python
2918329879,Claude_Code,closed,2025-03-13 20:32:12+00:00,2025-03-13 20:32:24+00:00,,440752086.0,0.0,0,docs,2.0,2.0,4.0,2.0,3.0,1.0,10544.0,955.0,Go
2922672896,Claude_Code,closed,2025-03-16 00:43:19+00:00,2025-03-16 00:52:57+00:00,,627024850.0,0.16,0,feat,14.0,1214.0,4550.0,156.89655172413794,4220.0,330.0,1339.0,193.0,Python
3238483606,Claude_Code,closed,2025-07-17 07:35:20+00:00,2025-07-17 07:37:59+00:00,,995029641.0,0.04,0,fix,2.0,128.0,152.0,76.0,149.0,3.0,4630.0,617.0,TypeScript
3226401427,Claude_Code,closed,2025-07-13 10:51:49+00:00,2025-07-17 13:55:28+00:00,,309730396.0,99.06,0,fix,1.0,59.0,59.0,59.0,41.0,18.0,2823.0,1149.0,Java
3226434542,Claude_Code,closed,2025-07-13 11:40:28+00:00,2025-07-13 14:20:17+00:00,,1018582806.0,2.66,0,feat,7.0,49.0,426.0,17.04,307.0,119.0,167.0,32.0,TypeScript
3226475067,Claude_Code,closed,2025-07-13 12:39:48+00:00,2025-07-13 13:16:21+00:00,,982554785.0,0.61,0,chore,30.0,1030.0,55251.0,139.52272727272728,30411.0,24840.0,2329.0,183.0,JavaScript
3267602007,Claude_Code,closed,2025-07-28 00:59:43+00:00,2025-07-28 20:29:04+00:00,,36759907.0,19.49,0,feat,30.0,1251.0,6041.0,51.19491525423729,5441.0,600.0,2307.0,215.0,Python
3267605140,Claude_Code,closed,2025-07-28 01:01:14+00:00,2025-07-28 20:29:14+00:00,,36759907.0,19.47,0,docs,7.0,350.0,2660.0,64.8780487804878,1885.0,775.0,2307.0,215.0,Python
2925282771,Claude_Code,closed,2025-03-17 14:22:55+00:00,2025-05-07 16:03:38+00:00,,104242311.0,1225.68,3,docs,2.0,59.0,61.0,30.5,60.0,1.0,262.0,59.0,Jupyter Notebook
2959025892,Claude_Code,closed,2025-03-30 18:27:22+00:00,2025-04-18 18:12:35+00:00,,62117812.0,455.75,1,fix,1.0,48.0,48.0,48.0,47.0,1.0,14760.0,3646.0,Java
3258566467,Claude_Code,closed,2025-07-24 05:41:01+00:00,2025-07-24 13:56:44+00:00,,136202695.0,8.26,1,feat,2.0,63.0,414.0,29.571428571428573,384.0,30.0,21402.0,4716.0,Python
3190681974,Claude_Code,closed,2025-07-01 04:51:03+00:00,2025-07-01 13:50:20+00:00,,897595329.0,8.99,0,fix,1.0,34.0,58.0,14.5,29.0,29.0,1460.0,85.0,Python
3194442530,Claude_Code,closed,2025-07-02 04:00:20+00:00,2025-07-02 04:41:58+00:00,,724855841.0,0.69,0,feat,1.0,223.0,711.0,142.2,711.0,0.0,7687.0,1087.0,Python
3079303421,Claude_Code,closed,2025-05-21 07:57:45+00:00,2025-05-28 05:49:20+00:00,,845317529.0,165.86,10,feat,30.0,562.0,4814.0,59.4320987654321,3847.0,967.0,154.0,36.0,TypeScript
3151798896,Claude_Code,closed,2025-06-17 02:02:19+00:00,2025-06-17 02:03:03+00:00,,998428732.0,0.01,1,feat,11.0,9416.0,72714.0,174.37410071942446,70644.0,2070.0,5465.0,487.0,Python
3154734636,Claude_Code,closed,2025-06-17 20:49:37+00:00,2025-06-17 20:50:42+00:00,,993521808.0,0.02,0,feat,1.0,407.0,2163.0,120.16666666666667,2161.0,2.0,925.0,183.0,TypeScript
3154770102,Claude_Code,closed,2025-06-17 21:07:21+00:00,2025-06-17 21:22:16+00:00,,945605057.0,0.25,0,feat,19.0,8914.0,48995.0,242.54950495049505,47727.0,1268.0,3822.0,247.0,Go
3158776739,Claude_Code,closed,2025-06-19 03:25:22+00:00,2025-06-24 14:22:30+00:00,,963547829.0,130.95,1,feat,1.0,174.0,1504.0,37.6,1452.0,52.0,754.0,36.0,Ruby
3158802702,Claude_Code,closed,2025-06-19 03:39:41+00:00,2025-07-22 16:21:13+00:00,,963547829.0,804.69,4,feat,6.0,287.0,2017.0,24.597560975609756,1858.0,159.0,754.0,36.0,Ruby
3159212731,Claude_Code,closed,2025-06-19 07:04:21+00:00,2025-06-19 07:58:34+00:00,,839216423.0,0.9,0,fix,1.0,2.0,2.0,2.0,1.0,1.0,4194.0,165.0,TypeScript
3206405036,Claude_Code,closed,2025-07-06 11:10:16+00:00,2025-07-06 22:10:32+00:00,,525447487.0,11.0,0,fix,1.0,27.0,33.0,11.0,30.0,3.0,2800.0,114.0,TypeScript
3206405282,Claude_Code,closed,2025-07-06 11:10:40+00:00,2025-07-06 22:10:25+00:00,,525447487.0,11.0,0,feat,1.0,640.0,2894.0,361.75,2894.0,0.0,2800.0,114.0,TypeScript
3206405566,Claude_Code,closed,2025-07-06 11:11:10+00:00,2025-07-06 22:10:17+00:00,,525447487.0,10.99,0,feat,1.0,340.0,754.0,125.66666666666667,752.0,2.0,2800.0,114.0,TypeScript
3206889625,Claude_Code,closed,2025-07-06 19:03:21+00:00,2025-07-06 20:05:18+00:00,,707764474.0,1.03,1,feat,2.0,424.0,5255.0,164.21875,5040.0,215.0,464.0,37.0,Go
3186370783,Claude_Code,closed,2025-06-29 17:12:18+00:00,2025-07-04 04:08:09+00:00,,1002552148.0,106.93,0,feat,13.0,188.0,1603.0,55.275862068965516,522.0,1081.0,1691.0,106.0,TypeScript
3132009446,Claude_Code,closed,2025-06-10 03:13:54+00:00,2025-06-21 12:53:49+00:00,,18843954.0,273.67,0,docs,1.0,272.0,272.0,272.0,272.0,0.0,382.0,352.0,Python
3221209477,Copilot,closed,2025-07-11 01:56:35+00:00,2025-07-11 02:32:46+00:00,,201497006.0,0.6,0,feat,1.0,0.0,0.0,0.0,0.0,0.0,131.0,18.0,TypeScript
3221209707,Copilot,closed,2025-07-11 01:56:47+00:00,2025-07-11 02:02:40+00:00,,201497006.0,0.1,0,feat,1.0,0.0,0.0,0.0,0.0,0.0,131.0,18.0,TypeScript
3221235980,Copilot,closed,2025-07-11 02:11:57+00:00,2025-07-11 09:44:48+00:00,,105363726.0,7.55,0,feat,4.0,97.0,340.0,42.5,277.0,63.0,2871.0,270.0,Rust
3129029549,Copilot,closed,2025-06-09 03:32:28+00:00,2025-06-14 07:41:26+00:00,,456470362.0,124.15,0,feat,9.0,6487.0,17486.0,81.71028037383178,12036.0,5450.0,173.0,189.0,TypeScript
3251035072,Copilot,closed,2025-07-22 04:46:17+00:00,2025-07-22 15:53:38+00:00,,174629277.0,11.12,0,feat,3.0,173.0,226.0,75.33333333333333,217.0,9.0,310.0,211.0,Python
3251419718,Copilot,closed,2025-07-22 07:13:27+00:00,2025-07-22 07:42:55+00:00,,479469128.0,0.49,0,fix,2.0,41.0,43.0,21.5,42.0,1.0,156.0,79.0,Rust
3206210379,Copilot,closed,2025-07-06 07:04:06+00:00,2025-07-06 07:12:19+00:00,,132129752.0,0.14,0,fix,2.0,6.0,6.0,6.0,3.0,3.0,5141.0,701.0,Python
3206231303,Copilot,closed,2025-07-06 07:25:35+00:00,2025-07-07 06:08:33+00:00,,416855086.0,22.72,0,fix,3.0,16.0,27.0,5.4,3.0,24.0,371.0,115.0,C#
3124676438,Copilot,closed,2025-06-06 12:43:01+00:00,2025-06-11 13:41:30+00:00,,898171798.0,120.97,0,fix,3.0,247.0,261.0,87.0,255.0,6.0,140.0,73.0,Python
3124835441,Copilot,closed,2025-06-06 13:45:27+00:00,2025-06-10 07:51:21+00:00,,31625029.0,90.1,8,feat,11.0,173.0,2305.0,16.58273381294964,1187.0,1118.0,2124.0,602.0,C++
3124984990,Copilot,closed,2025-06-06 14:39:52+00:00,2025-06-06 14:43:49+00:00,,262395224.0,0.07,0,feat,1.0,0.0,0.0,0.0,0.0,0.0,22821.0,1865.0,C#
3125000701,Copilot,closed,2025-06-06 14:44:10+00:00,2025-06-06 14:46:28+00:00,,262395224.0,0.04,0,feat,1.0,0.0,0.0,0.0,0.0,0.0,22821.0,1865.0,C#
3125006498,Copilot,closed,2025-06-06 14:46:26+00:00,2025-06-06 15:48:10+00:00,,262395224.0,1.03,0,feat,1.0,0.0,0.0,0.0,0.0,0.0,22821.0,1865.0,C#
3125055640,Copilot,closed,2025-06-06 15:03:44+00:00,2025-06-06 15:03:46+00:00,,35890081.0,0.0,0,refactor,1.0,0.0,0.0,0.0,0.0,0.0,4500.0,6026.0,
3268145278,Copilot,closed,2025-07-28 05:15:42+00:00,2025-07-28 05:35:05+00:00,,456549280.0,0.32,0,feat,2.0,494.0,1405.0,127.72727272727273,1078.0,327.0,4524.0,703.0,C++
3268164028,Copilot,closed,2025-07-28 05:21:55+00:00,2025-07-28 21:03:39+00:00,,93882897.0,15.7,4,fix,8.0,50.0,176.0,16.0,141.0,35.0,4349.0,330.0,C++
3109377617,Copilot,closed,2025-06-02 09:35:00+00:00,2025-06-02 09:35:02+00:00,,114798676.0,0.0,0,fix,1.0,0.0,0.0,0.0,0.0,0.0,647.0,241.0,Go
